Hospital Name,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
NATHAN LITTAUER HOSPITAL,NY,READM_30_PN_HRRP,137,,0.987,15.1572,15.3566,20,07/01/2014,06/30/2017
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM_30_COPD_HRRP,301,,1.0102,19.3466,19.1516,59,07/01/2014,06/30/2017
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM_30_HF_HRRP,174,,0.9537,20.7141,21.7201,33,07/01/2014,06/30/2017
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM_30_HIP_KNEE_HRRP,452,,0.9483,4.4494,4.6920,19,07/01/2014,06/30/2017
"MERCY HOSPITAL OKLAHOMA CITY, INC",OK,READM_30_PN_HRRP,892,,0.8992,14.6038,16.2407,124,07/01/2014,06/30/2017
HUNTSVILLE MEMORIAL HOSPITAL,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,1.016,13.1643,12.9564,Not Available,07/01/2014,06/30/2017
HUNTSVILLE MEMORIAL HOSPITAL,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HUNTSVILLE MEMORIAL HOSPITAL,TX,READM_30_COPD_HRRP,211,,1.0225,17.2339,16.8540,38,07/01/2014,06/30/2017
HUNTSVILLE MEMORIAL HOSPITAL,TX,READM_30_HF_HRRP,222,,1.0262,19.9897,19.4793,46,07/01/2014,06/30/2017
HUNTSVILLE MEMORIAL HOSPITAL,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.8852,3.7231,4.2061,Not Available,07/01/2014,06/30/2017
HUNTSVILLE MEMORIAL HOSPITAL,TX,READM_30_PN_HRRP,293,,1.0848,16.4365,15.1510,53,07/01/2014,06/30/2017
ST VINCENT'S CHILTON,AL,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST VINCENT'S CHILTON,AL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST VINCENT'S CHILTON,AL,READM_30_COPD_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST VINCENT'S CHILTON,AL,READM_30_HF_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST VINCENT'S CHILTON,AL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST VINCENT'S CHILTON,AL,READM_30_PN_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
EL CAMINO HOSPITAL,CA,READM_30_AMI_HRRP,227,,1.0662,15.0323,14.0983,38,07/01/2014,06/30/2017
EL CAMINO HOSPITAL,CA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.93,11.9122,12.8095,Not Available,07/01/2014,06/30/2017
EL CAMINO HOSPITAL,CA,READM_30_COPD_HRRP,313,,1.0599,19.6874,18.5747,66,07/01/2014,06/30/2017
EL CAMINO HOSPITAL,CA,READM_30_HF_HRRP,640,,0.9505,18.6196,19.5892,116,07/01/2014,06/30/2017
EL CAMINO HOSPITAL,CA,READM_30_HIP_KNEE_HRRP,1024,,0.835,3.0927,3.7037,28,07/01/2014,06/30/2017
EL CAMINO HOSPITAL,CA,READM_30_PN_HRRP,939,,1.0226,15.3017,14.9631,145,07/01/2014,06/30/2017
HEALTHEAST ST JOHN'S HOSPITAL,MN,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHEAST ST JOHN'S HOSPITAL,MN,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HEALTHEAST ST JOHN'S HOSPITAL,MN,READM_30_COPD_HRRP,138,,0.972,18.1891,18.7131,23,07/01/2014,06/30/2017
HEALTHEAST ST JOHN'S HOSPITAL,MN,READM_30_HF_HRRP,242,,0.9305,18.8062,20.2106,41,07/01/2014,06/30/2017
HEALTHEAST ST JOHN'S HOSPITAL,MN,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0725,4.0397,3.7667,Not Available,07/01/2014,06/30/2017
HEALTHEAST ST JOHN'S HOSPITAL,MN,READM_30_PN_HRRP,236,,1.0372,16.0281,15.4531,40,07/01/2014,06/30/2017
UPMC PASSAVANT,PA,READM_30_AMI_HRRP,229,,0.9888,15.1538,15.3258,34,07/01/2014,06/30/2017
UPMC PASSAVANT,PA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0369,13.8081,13.3172,Not Available,07/01/2014,06/30/2017
UPMC PASSAVANT,PA,READM_30_COPD_HRRP,294,,0.9558,18.4913,19.3459,51,07/01/2014,06/30/2017
UPMC PASSAVANT,PA,READM_30_HF_HRRP,561,,0.9044,19.1328,21.1555,101,07/01/2014,06/30/2017
UPMC PASSAVANT,PA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9196,3.9235,4.2666,Not Available,07/01/2014,06/30/2017
UPMC PASSAVANT,PA,READM_30_PN_HRRP,480,,0.9404,15.5539,16.5392,71,07/01/2014,06/30/2017
BROOKINGS HEALTH SYSTEM,SD,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BROOKINGS HEALTH SYSTEM,SD,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BROOKINGS HEALTH SYSTEM,SD,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9478,15.8574,16.7303,Not Available,07/01/2014,06/30/2017
BROOKINGS HEALTH SYSTEM,SD,READM_30_HF_HRRP,95,,0.9736,19.6696,20.2021,17,07/01/2014,06/30/2017
BROOKINGS HEALTH SYSTEM,SD,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BROOKINGS HEALTH SYSTEM,SD,READM_30_PN_HRRP,157,,0.9471,13.4469,14.1986,18,07/01/2014,06/30/2017
SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,READM_30_AMI_HRRP,283,,0.9747,14.6892,15.0703,40,07/01/2014,06/30/2017
SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9773,11.8978,12.1744,Not Available,07/01/2014,06/30/2017
SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,READM_30_COPD_HRRP,381,,0.9141,17.7744,19.4443,61,07/01/2014,06/30/2017
SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,READM_30_HF_HRRP,647,,0.9197,19.0520,20.7153,118,07/01/2014,06/30/2017
SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,READM_30_HIP_KNEE_HRRP,1128,,0.8239,3.3659,4.0852,34,07/01/2014,06/30/2017
SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,READM_30_PN_HRRP,870,,0.8487,13.7521,16.2036,110,07/01/2014,06/30/2017
OAKLAWN HOSPITAL,MI,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
OAKLAWN HOSPITAL,MI,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
OAKLAWN HOSPITAL,MI,READM_30_COPD_HRRP,157,,0.8714,17.3359,19.8932,17,07/01/2014,06/30/2017
OAKLAWN HOSPITAL,MI,READM_30_HF_HRRP,130,,0.8724,18.9727,21.7489,16,07/01/2014,06/30/2017
OAKLAWN HOSPITAL,MI,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0037,4.1708,4.1552,Not Available,07/01/2014,06/30/2017
OAKLAWN HOSPITAL,MI,READM_30_PN_HRRP,192,,0.9099,15.4246,16.9514,24,07/01/2014,06/30/2017
BAYLOR MEDICAL CENTER AT IRVING,TX,READM_30_AMI_HRRP,170,,0.9538,15.2688,16.0075,23,07/01/2014,06/30/2017
BAYLOR MEDICAL CENTER AT IRVING,TX,READM_30_CABG_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BAYLOR MEDICAL CENTER AT IRVING,TX,READM_30_COPD_HRRP,341,,1.0601,20.1090,18.9683,73,07/01/2014,06/30/2017
BAYLOR MEDICAL CENTER AT IRVING,TX,READM_30_HF_HRRP,425,,0.9775,20.1036,20.5659,84,07/01/2014,06/30/2017
BAYLOR MEDICAL CENTER AT IRVING,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9274,3.9909,4.3032,Not Available,07/01/2014,06/30/2017
BAYLOR MEDICAL CENTER AT IRVING,TX,READM_30_PN_HRRP,541,,0.9546,15.4812,16.2175,81,07/01/2014,06/30/2017
AURORA MEDICAL CTR KENOSHA,WI,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
AURORA MEDICAL CTR KENOSHA,WI,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
AURORA MEDICAL CTR KENOSHA,WI,READM_30_COPD_HRRP,224,,1.0841,21.7778,20.0879,55,07/01/2014,06/30/2017
AURORA MEDICAL CTR KENOSHA,WI,READM_30_HF_HRRP,201,,1.0174,21.8320,21.4576,45,07/01/2014,06/30/2017
AURORA MEDICAL CTR KENOSHA,WI,READM_30_HIP_KNEE_HRRP,345,,1.103,4.6306,4.1981,18,07/01/2014,06/30/2017
AURORA MEDICAL CTR KENOSHA,WI,READM_30_PN_HRRP,392,,1.0636,17.6722,16.6149,73,07/01/2014,06/30/2017
LONGVIEW REGIONAL MEDICAL CENTER,TX,READM_30_AMI_HRRP,239,,0.9425,14.0493,14.9059,30,07/01/2014,06/30/2017
LONGVIEW REGIONAL MEDICAL CENTER,TX,READM_30_CABG_HRRP,68,,1.0706,14.9942,14.0058,12,07/01/2014,06/30/2017
LONGVIEW REGIONAL MEDICAL CENTER,TX,READM_30_COPD_HRRP,372,,0.9456,18.8826,19.9685,66,07/01/2014,06/30/2017
LONGVIEW REGIONAL MEDICAL CENTER,TX,READM_30_HF_HRRP,439,,0.9826,21.2140,21.5896,92,07/01/2014,06/30/2017
LONGVIEW REGIONAL MEDICAL CENTER,TX,READM_30_HIP_KNEE_HRRP,372,,1.0725,4.7176,4.3988,19,07/01/2014,06/30/2017
LONGVIEW REGIONAL MEDICAL CENTER,TX,READM_30_PN_HRRP,447,,1.018,16.7631,16.4661,76,07/01/2014,06/30/2017
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM_30_COPD_HRRP,56,,1.0371,16.7451,16.1464,12,07/01/2014,06/30/2017
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM_30_HF_HRRP,48,,1.032,18.8757,18.2907,11,07/01/2014,06/30/2017
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.1286,4.2473,3.7632,Not Available,07/01/2014,06/30/2017
SILOAM SPRINGS REGIONAL HOSPITAL,AR,READM_30_PN_HRRP,112,,1.0213,14.9779,14.6652,18,07/01/2014,06/30/2017
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,READM_30_AMI_HRRP,176,,0.9341,13.1184,14.0443,19,07/01/2014,06/30/2017
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9257,10.5654,11.4135,Not Available,07/01/2014,06/30/2017
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,READM_30_COPD_HRRP,190,,0.9601,17.8981,18.6424,31,07/01/2014,06/30/2017
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,READM_30_HF_HRRP,345,,0.9611,19.8555,20.6584,66,07/01/2014,06/30/2017
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,READM_30_HIP_KNEE_HRRP,459,,0.8524,3.3249,3.9008,12,07/01/2014,06/30/2017
COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,CA,READM_30_PN_HRRP,475,,1.0003,15.9961,15.9911,76,07/01/2014,06/30/2017
WEST ANAHEIM MEDICAL CENTER,CA,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9494,16.6008,17.4858,Not Available,07/01/2014,06/30/2017
WEST ANAHEIM MEDICAL CENTER,CA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0126,14.6597,14.4770,Not Available,07/01/2014,06/30/2017
WEST ANAHEIM MEDICAL CENTER,CA,READM_30_COPD_HRRP,132,,1.0217,20.7188,20.2778,29,07/01/2014,06/30/2017
WEST ANAHEIM MEDICAL CENTER,CA,READM_30_HF_HRRP,194,,1.1484,26.6223,23.1829,61,07/01/2014,06/30/2017
WEST ANAHEIM MEDICAL CENTER,CA,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
WEST ANAHEIM MEDICAL CENTER,CA,READM_30_PN_HRRP,465,,0.9869,18.8851,19.1352,87,07/01/2014,06/30/2017
HAMILTON MEDICAL CENTER,GA,READM_30_AMI_HRRP,177,,1.0188,16.2916,15.9906,30,07/01/2014,06/30/2017
HAMILTON MEDICAL CENTER,GA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HAMILTON MEDICAL CENTER,GA,READM_30_COPD_HRRP,449,,0.9935,19.2639,19.3907,86,07/01/2014,06/30/2017
HAMILTON MEDICAL CENTER,GA,READM_30_HF_HRRP,585,,0.9144,19.9492,21.8172,111,07/01/2014,06/30/2017
HAMILTON MEDICAL CENTER,GA,READM_30_HIP_KNEE_HRRP,262,,1.2555,5.0656,4.0348,18,07/01/2014,06/30/2017
HAMILTON MEDICAL CENTER,GA,READM_30_PN_HRRP,713,,0.8699,14.7626,16.9699,97,07/01/2014,06/30/2017
UPMC MCKEESPORT,PA,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9545,15.1939,15.9181,Not Available,07/01/2014,06/30/2017
UPMC MCKEESPORT,PA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UPMC MCKEESPORT,PA,READM_30_COPD_HRRP,156,,0.993,20.2201,20.3633,31,07/01/2014,06/30/2017
UPMC MCKEESPORT,PA,READM_30_HF_HRRP,203,,1.0504,24.9777,23.7797,54,07/01/2014,06/30/2017
UPMC MCKEESPORT,PA,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
UPMC MCKEESPORT,PA,READM_30_PN_HRRP,147,,0.9673,17.0317,17.6079,23,07/01/2014,06/30/2017
ARISE AUSTIN MEDICAL CENTER,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ARISE AUSTIN MEDICAL CENTER,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ARISE AUSTIN MEDICAL CENTER,TX,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ARISE AUSTIN MEDICAL CENTER,TX,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ARISE AUSTIN MEDICAL CENTER,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.8901,3.3848,3.8027,Not Available,07/01/2014,06/30/2017
ARISE AUSTIN MEDICAL CENTER,TX,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,READM_30_COPD_HRRP,115,,1.0324,19.6618,19.0451,25,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,READM_30_HF_HRRP,312,,1.0857,21.7174,20.0027,73,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0041,4.8922,4.8722,Not Available,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,MA,READM_30_PN_HRRP,477,,0.9558,14.5982,15.2727,67,07/01/2014,06/30/2017
KEARNEY REGIONAL MEDICAL CENTER,NE,READM_30_AMI_HRRP,162,,0.9454,13.1850,13.9460,18,07/01/2014,06/30/2017
KEARNEY REGIONAL MEDICAL CENTER,NE,READM_30_CABG_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KEARNEY REGIONAL MEDICAL CENTER,NE,READM_30_COPD_HRRP,81,,1.0202,19.1463,18.7680,17,07/01/2014,06/30/2017
KEARNEY REGIONAL MEDICAL CENTER,NE,READM_30_HF_HRRP,132,,0.8914,18.3280,20.5616,17,07/01/2014,06/30/2017
KEARNEY REGIONAL MEDICAL CENTER,NE,READM_30_HIP_KNEE_HRRP,337,,1.0558,4.4152,4.1817,16,07/01/2014,06/30/2017
KEARNEY REGIONAL MEDICAL CENTER,NE,READM_30_PN_HRRP,126,,0.9463,15.2918,16.1597,16,07/01/2014,06/30/2017
"AD HOSPITAL EAST, LLC",TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"AD HOSPITAL EAST, LLC",TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"AD HOSPITAL EAST, LLC",TX,READM_30_COPD_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"AD HOSPITAL EAST, LLC",TX,READM_30_HF_HRRP,0,7 - No cases met the criteria for this measure.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"AD HOSPITAL EAST, LLC",TX,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
"AD HOSPITAL EAST, LLC",TX,READM_30_PN_HRRP,0,7 - No cases met the criteria for this measure.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BOURBON COMMUNITY HOSPITAL,KY,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BOURBON COMMUNITY HOSPITAL,KY,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BOURBON COMMUNITY HOSPITAL,KY,READM_30_COPD_HRRP,84,,0.9739,17.8104,18.2886,13,07/01/2014,06/30/2017
BOURBON COMMUNITY HOSPITAL,KY,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0252,22.0561,21.5145,Not Available,07/01/2014,06/30/2017
BOURBON COMMUNITY HOSPITAL,KY,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BOURBON COMMUNITY HOSPITAL,KY,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9622,14.0342,14.5854,Not Available,07/01/2014,06/30/2017
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM_30_AMI_HRRP,599,,0.9371,17.2204,18.3763,99,07/01/2014,06/30/2017
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM_30_CABG_HRRP,265,,0.9646,13.1824,13.6656,34,07/01/2014,06/30/2017
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM_30_COPD_HRRP,278,,0.9791,21.4597,21.9171,58,07/01/2014,06/30/2017
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM_30_HF_HRRP,574,,0.8359,19.4246,23.2388,100,07/01/2014,06/30/2017
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM_30_HIP_KNEE_HRRP,1410,,0.9049,3.6206,4.0011,49,07/01/2014,06/30/2017
MEDSTAR UNION MEMORIAL HOSPITAL,MD,READM_30_PN_HRRP,347,,0.9328,16.4892,17.6780,53,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS MEDICAL CENTER,MA,READM_30_AMI_HRRP,843,,1.1433,18.9155,16.5446,168,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS MEDICAL CENTER,MA,READM_30_CABG_HRRP,384,,1.2536,15.1389,12.0764,64,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS MEDICAL CENTER,MA,READM_30_COPD_HRRP,256,,0.929,19.3786,20.8594,44,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS MEDICAL CENTER,MA,READM_30_HF_HRRP,1186,,1.0523,23.6640,22.4869,284,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS MEDICAL CENTER,MA,READM_30_HIP_KNEE_HRRP,573,,1.2339,5.8591,4.7486,38,07/01/2014,06/30/2017
BETH ISRAEL DEACONESS MEDICAL CENTER,MA,READM_30_PN_HRRP,722,,1.1011,19.6757,17.8687,148,07/01/2014,06/30/2017
KNAPP MEDICAL CENTER,TX,READM_30_AMI_HRRP,63,,1.0762,20.9064,19.4265,18,07/01/2014,06/30/2017
KNAPP MEDICAL CENTER,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KNAPP MEDICAL CENTER,TX,READM_30_COPD_HRRP,184,,0.9957,19.1995,19.2823,35,07/01/2014,06/30/2017
KNAPP MEDICAL CENTER,TX,READM_30_HF_HRRP,247,,1.1306,25.4359,22.4973,71,07/01/2014,06/30/2017
KNAPP MEDICAL CENTER,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9856,3.8277,3.8836,Not Available,07/01/2014,06/30/2017
KNAPP MEDICAL CENTER,TX,READM_30_PN_HRRP,277,,0.9283,15.3156,16.4985,38,07/01/2014,06/30/2017
BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,TX,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9233,12.0816,13.0846,Not Available,07/01/2014,06/30/2017
